Name,Sex,Age,Team,NOC,Year,Season,City,Sport,Event,Medal
Dylan Schmidt,M,24,New Zealand,NZL,2020,Summer,Tokyo,Trampoline Gymnastics,Men,Bronze
Isabel Paloma Gutierrez Schmidt,F,34,Peru,PER,2020,Summer,Tokyo,Sailing,Women's One Person Dinghy - Laser Radial,
Madeline Schmidt,F,26,Canada,CAN,2020,Summer,Tokyo,Canoe Sprint,Women's Kayak Double 500m,
Madeline Schmidt,F,26,Canada,CAN,2020,Summer,Tokyo,Canoe Sprint,Women's Kayak Four 500m,
Richard Schmidt,M,34,Germany,GER,2020,Summer,Tokyo,Rowing,Men's Eight,Silver
Sophie Schmidt,F,33,Canada,CAN,2020,Summer,Tokyo,Football,Women,Gold
Allison Schmitt,F,31,United States of America,USA,2020,Summer,Tokyo,Swimming,Women's 200m Freestyle,
Allison Schmitt,F,31,United States of America,USA,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Freestyle Relay,Bronze
Allison Schmitt,F,31,United States of America,USA,2020,Summer,Tokyo,Swimming,Women's 4 x 200m Freestyle Relay,Silver
Dorothee Schneider,F,52,Germany,GER,2020,Summer,Tokyo,Equestrian,Dressage Team,Gold
Dorothee Schneider,F,52,Germany,GER,2020,Summer,Tokyo,Equestrian,Dressage Individual,
Jakob Schneider,M,27,Germany,GER,2020,Summer,Tokyo,Rowing,Men's Eight,Silver
Rachel Schneider,F,30,United States of America,USA,2020,Summer,Tokyo,Athletics,Women's 5000m,
Sebastien Schneiter,M,25,Switzerland,SUI,2020,Summer,Tokyo,Sailing,Men's Skiff - 49er,
Delaney Schnell,F,22,United States of America,USA,2020,Summer,Tokyo,Diving,Women's 10m Platform,
Delaney Schnell,F,22,United States of America,USA,2020,Summer,Tokyo,Diving,Women's Synchronised 10m Platform,Silver
Henri Schoeman,M,29,South Africa,RSA,2020,Summer,Tokyo,Triathlon,Men's Individual,
Tatjana Schoenmaker,F,24,South Africa,RSA,2020,Summer,Tokyo,Swimming,Women's 100m Breaststroke,Silver
Tatjana Schoenmaker,F,24,South Africa,RSA,2020,Summer,Tokyo,Swimming,Women's 200m Breaststroke,Gold
Tatjana Schoenmaker,F,24,South Africa,RSA,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Medley Relay,
William Oliver Scholfield,M,27,Canada,CAN,2020,Summer,Tokyo,Hockey,Men,
Jonas Schomburg,M,27,Germany,GER,2020,Summer,Tokyo,Triathlon,Men's Individual,
Jonas Schomburg,M,27,Germany,GER,2020,Summer,Tokyo,Triathlon,Mixed Relay,
Deborah Schoneborn,F,27,Germany,GER,2020,Summer,Tokyo,Athletics,Women's Marathon,
Joseph Schooling,M,26,Singapore,SGP,2020,Summer,Tokyo,Swimming,Men's 100m Freestyle,
Joseph Schooling,M,26,Singapore,SGP,2020,Summer,Tokyo,Swimming,Men's 100m Butterfly,
Raisa Schoon,F,19,Netherlands,NED,2020,Summer,Tokyo,Beach Volleyball,Women,
Kyle Schoonbee,M,25,South Africa,RSA,2020,Summer,Tokyo,Rowing,Men's Four,
Jacob Schopf,M,22,Germany,GER,2020,Summer,Tokyo,Canoe Sprint,Men's Kayak Single 1000m,
Jacob Schopf,M,22,Germany,GER,2020,Summer,Tokyo,Canoe Sprint,Men's Kayak Double 1000m,Silver
Andreas Schou,M,34,Denmark,DEN,2020,Summer,Tokyo,Equestrian,Jumping Individual,
Olivia Schough,F,30,Sweden,SWE,2020,Summer,Tokyo,Football,Women,Silver
Frederik Schou-Nielsen,M,25,Denmark,DEN,2020,Summer,Tokyo,Athletics,Men's 4 x 100m Relay,
Tes Schouten,F,20,Netherlands,NED,2020,Summer,Tokyo,Swimming,Women's 100m Breaststroke,
Tes Schouten,F,20,Netherlands,NED,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Medley Relay,
Mikel Schreuders,M,22,Aruba,ARU,2020,Summer,Tokyo,Swimming,Men's 100m Freestyle,
Mikel Schreuders,M,22,Aruba,ARU,2020,Summer,Tokyo,Swimming,Men's 200m Freestyle,
Katarina Anne Schroder,F,26,Germany,GER,2020,Summer,Tokyo,Hockey,Women,
Joe Schroeder,M,28,United States of America,USA,2020,Summer,Tokyo,Rugby Sevens,Men,
Lindi Schroeder,F,19,United States of America,USA,2020,Summer,Tokyo,Artistic Swimming,Duet,
Jakob Schubert,M,30,Austria,AUT,2020,Summer,Tokyo,Sport Climbing,Men's Combined,Bronze
Joel Schuerch,M,26,Switzerland,SUI,2020,Summer,Tokyo,Rowing,Men's Four,
Jens Schuermans,M,28,Belgium,BEL,2020,Summer,Tokyo,Cycling Mountain Bike,Men's Cross-country,
Marvin Schulte,M,22,Germany,GER,2020,Summer,Tokyo,Athletics,Men's 4 x 100m Relay,
Samantha Schultz,F,29,United States of America,USA,2020,Summer,Tokyo,Modern Pentathlon,Women's Individual,
Daniela Schultze,F,30,Germany,GER,2020,Summer,Tokyo,Rowing,Women's Quadruple Sculls,
German Schulz,M,27,Argentina,ARG,2020,Summer,Tokyo,Rugby Sevens,Men,Bronze
Karl Schulze,M,33,Germany,GER,2020,Summer,Tokyo,Rowing,Men's Quadruple Sculls,
Christian Schumach,M,39,Austria,AUT,2020,Summer,Tokyo,Equestrian,Dressage Team,
Christian Schumach,M,39,Austria,AUT,2020,Summer,Tokyo,Equestrian,Dressage Individual,
Damien Schumann,M,33,Australia,AUS,2020,Summer,Tokyo,Beach Volleyball,Men,
Nino Schurter,M,35,Switzerland,SUI,2020,Summer,Tokyo,Cycling Mountain Bike,Men's Cross-country,
Sabine Schut-Kery,F,52,United States of America,USA,2020,Summer,Tokyo,Equestrian,Dressage Team,Silver
Sabine Schut-Kery,F,52,United States of America,USA,2020,Summer,Tokyo,Equestrian,Dressage Individual,
Victoria Maria Schutzmeier,F,21,Nicaragua,NCA,2020,Summer,Tokyo,Swimming,Women's 100m Freestyle,
Glenn Schuurman,M,30,Netherlands,NED,2020,Summer,Tokyo,Hockey,Men,
Demi Schuurs,F,28,Netherlands,NED,2020,Summer,Tokyo,Tennis,Women's Doubles,
Corinna Schwab,F,22,Germany,GER,2020,Summer,Tokyo,Athletics,Women's 400m,
Corinna Schwab,F,22,Germany,GER,2020,Summer,Tokyo,Athletics,Women's 4 x 400m Relay,
Corinna Schwab,F,22,Germany,GER,2020,Summer,Tokyo,Athletics,4 x 400m Relay Mixed,
Matthias Schwab,M,26,Austria,AUT,2020,Summer,Tokyo,Golf,Men's Individual Stroke Play,
Tristan Schwandke,M,29,Germany,GER,2020,Summer,Tokyo,Athletics,Men's Hammer Throw,
Christina Schwanitz,F,35,Germany,GER,2020,Summer,Tokyo,Athletics,Women's Shot Put,
Diego Schwartzman,M,28,Argentina,ARG,2020,Summer,Tokyo,Tennis,Men's Singles,
Diego Schwartzman,M,28,Argentina,ARG,2020,Summer,Tokyo,Tennis,Men's Doubles,
Bram Schwarz,M,23,Netherlands,NED,2020,Summer,Tokyo,Rowing,Men's Eight,
Charline Schwarz,F,20,Germany,GER,2020,Summer,Tokyo,Archery,Women's Individual,
Charline Schwarz,F,20,Germany,GER,2020,Summer,Tokyo,Archery,Women's Team,Bronze
Viktoria Schwarz,F,36,Austria,AUT,2020,Summer,Tokyo,Canoe Sprint,Women's Kayak Single 500m,
Viktoria Schwarz,F,36,Austria,AUT,2020,Summer,Tokyo,Canoe Sprint,Women's Kayak Double 500m,
David Schweiner,M,27,Czech Republic,CZE,2020,Summer,Tokyo,Beach Volleyball,Men,
Karissa Schweizer,F,25,United States of America,USA,2020,Summer,Tokyo,Athletics,Women's 5000m,
Karissa Schweizer,F,25,United States of America,USA,2020,Summer,Tokyo,Athletics,"Women's 10,000m",
Marie Lisa Schweizer,F,26,Germany,GER,2020,Summer,Tokyo,Weightlifting,Women's 64kg,
Raphael Schwendinger,M,23,Liechtenstein,LIE,2020,Summer,Tokyo,Judo,Men -90 kg,
Fabian Schwingenschlogl,M,29,Germany,GER,2020,Summer,Tokyo,Swimming,Men's 100m Breaststroke,
Fabian Schwingenschlogl,M,29,Germany,GER,2020,Summer,Tokyo,Swimming,Mixed 4 x 100m Medley Relay,
Carla Scicluna,F,20,Malta,MLT,2020,Summer,Tokyo,Athletics,Women's 100m,
Delia Sclabas,F,20,Switzerland,SUI,2020,Summer,Tokyo,Athletics,Women's 800m,
Joseph Ryan Sclater,M,27,Canada,CAN,2020,Summer,Tokyo,Volleyball,Men,
Giovanna Scoccimarro,F,23,Germany,GER,2020,Summer,Tokyo,Judo,Women -70 kg,
Giovanna Scoccimarro,F,23,Germany,GER,2020,Summer,Tokyo,Judo,Mixed Team,Bronze
Luis Scola,M,41,Argentina,ARG,2020,Summer,Tokyo,Basketball,Men,
Leungo Scotch,M,25,Botswana,BOT,2020,Summer,Tokyo,Athletics,Men's 4 x 400m Relay,
Desiree Scott,F,34,Canada,CAN,2020,Summer,Tokyo,Football,Women,Gold
Dominique Scott,F,29,South Africa,RSA,2020,Summer,Tokyo,Athletics,Women's 5000m,
Dominique Scott,F,29,South Africa,RSA,2020,Summer,Tokyo,Athletics,"Women's 10,000m",
Donald Scott,M,29,United States of America,USA,2020,Summer,Tokyo,Athletics,Men's Triple Jump,
Duncan Scott,M,24,Great Britain,GBR,2020,Summer,Tokyo,Swimming,Men's 200m Freestyle,Silver
Duncan Scott,M,24,Great Britain,GBR,2020,Summer,Tokyo,Swimming,Men's 200m Individual Medley,Silver
Duncan Scott,M,24,Great Britain,GBR,2020,Summer,Tokyo,Swimming,Men's 4 x 200m Freestyle Relay,Gold
Duncan Scott,M,24,Great Britain,GBR,2020,Summer,Tokyo,Swimming,Men's 4 x 100m Medley Relay,Silver
Giles Scott,M,34,Great Britain,GBR,2020,Summer,Tokyo,Sailing,Men's One Person Dinghy (Heavyweight) - Finn,Gold
Hannah Scott,F,22,Great Britain,GBR,2020,Summer,Tokyo,Rowing,Women's Quadruple Sculls,
Jill Scott,F,34,Great Britain,GBR,2020,Summer,Tokyo,Football,Women,
Marc Scott,M,27,Great Britain,GBR,2020,Summer,Tokyo,Athletics,Men's 5000m,
Marc Scott,M,27,Great Britain,GBR,2020,Summer,Tokyo,Athletics,"Men's 10,000m",
Thomas Scott,M,31,United States of America,USA,2020,Summer,Tokyo,Karate,Men's Kumite -75kg,
Edoardo Scotti,M,21,Italy,ITA,2020,Summer,Tokyo,Athletics,Men's 400m,
Edoardo Scotti,M,21,Italy,ITA,2020,Summer,Tokyo,Athletics,Men's 4 x 400m Relay,
Edoardo Scotti,M,21,Italy,ITA,2020,Summer,Tokyo,Athletics,4 x 400m Relay Mixed,
Victoria Scott-Legendre,F,32,South Africa,RSA,2020,Summer,Tokyo,Equestrian,Eventing Individual,
Stephen Scullion,M,32,Ireland,IRL,2020,Summer,Tokyo,Athletics,Men's Marathon,
Victor Scvortov,M,33,United Arab Emirates,UAE,2020,Summer,Tokyo,Judo,Men -73 kg,
Jamie Searle,M,20,New Zealand,NZL,2020,Summer,Tokyo,Football,Men,
Kevin Seaward,M,37,Ireland,IRL,2020,Summer,Tokyo,Athletics,Men's Marathon,
Julia Sebastian,F,27,Argentina,ARG,2020,Summer,Tokyo,Swimming,Women's 100m Breaststroke,
Julia Sebastian,F,27,Argentina,ARG,2020,Summer,Tokyo,Swimming,Women's 200m Breaststroke,
Lili Sebesi,F,29,France,FRA,2020,Summer,Tokyo,Sailing,Women's Skiff - 49er FX,
Dalma Sebestyen,F,24,Hungary,HUN,2020,Summer,Tokyo,Swimming,Women's 100m Butterfly,
Dalma Sebestyen,F,24,Hungary,HUN,2020,Summer,Tokyo,Swimming,Women's 200m Individual Medley,
Milenko Sebic,M,36,Serbia,SRB,2020,Summer,Tokyo,Shooting,10m Air Rifle Men,
Milenko Sebic,M,36,Serbia,SRB,2020,Summer,Tokyo,Shooting,50m Rifle 3 Positions Men,Bronze
Milenko Sebic,M,36,Serbia,SRB,2020,Summer,Tokyo,Shooting,10m Air Rifle Mixed Team,
Andrea Seccafien,F,30,Canada,CAN,2020,Summer,Tokyo,Athletics,Women's 5000m,
Andrea Seccafien,F,30,Canada,CAN,2020,Summer,Tokyo,Athletics,"Women's 10,000m",
Michelle Sechser,F,34,United States of America,USA,2020,Summer,Tokyo,Rowing,Lightweight Women's Double Sculls,
Mahyar Sedaghat,M,25,Islamic Republic of Iran,IRI,2020,Summer,Tokyo,Shooting,10m Air Rifle Men,
Mahyar Sedaghat,M,25,Islamic Republic of Iran,IRI,2020,Summer,Tokyo,Shooting,50m Rifle 3 Positions Men,
Mahyar Sedaghat,M,25,Islamic Republic of Iran,IRI,2020,Summer,Tokyo,Shooting,10m Air Rifle Mixed Team,
Zak Seddon,M,27,Great Britain,GBR,2020,Summer,Tokyo,Athletics,Men's 3000m Steeplechase,
Abdullah Sediqi,M,24,Refugee Olympic Team,EOR,2020,Summer,Tokyo,Taekwondo,Men -68kg,
Naomi Sedney,F,26,Netherlands,NED,2020,Summer,Tokyo,Athletics,Women's 4 x 100m Relay,
Zoe Sedney,F,19,Netherlands,NED,2020,Summer,Tokyo,Athletics,Women's 100m Hurdles,
Anna Sedoykina,F,37,ROC,ROC,2020,Summer,Tokyo,Handball,Women,Silver
Emily Seebohm,F,29,Australia,AUS,2020,Summer,Tokyo,Swimming,Women's 100m Backstroke,
Emily Seebohm,F,29,Australia,AUS,2020,Summer,Tokyo,Swimming,Women's 200m Backstroke,Bronze
Emily Seebohm,F,29,Australia,AUS,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Medley Relay,Gold
Bjoern Seeliger,M,21,Sweden,SWE,2020,Summer,Tokyo,Swimming,Men's 50m Freestyle,
Seema Seema,F,28,India,IND,2020,Summer,Tokyo,Wrestling,Women's Freestyle 50kg,
Barbora Seemanova,F,21,Czech Republic,CZE,2020,Summer,Tokyo,Swimming,Women's 50m Freestyle,
Barbora Seemanova,F,21,Czech Republic,CZE,2020,Summer,Tokyo,Swimming,Women's 100m Freestyle,
Barbora Seemanova,F,21,Czech Republic,CZE,2020,Summer,Tokyo,Swimming,Women's 200m Freestyle,
Barbora Seemanova,F,21,Czech Republic,CZE,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Freestyle Relay,
Beatrice Celia Seerane,F,31,South Africa,RSA,2020,Summer,Tokyo,Hockey,Women,
Sudaporn Seesondee,F,29,Thailand,THA,2020,Summer,Tokyo,Boxing,Women's Light (57-60kg),Bronze
Antonio Sefer,M,21,Romania,ROU,2020,Summer,Tokyo,Football,Men,
Jan Sefl,M,31,Czech Republic,CZE,2020,Summer,Tokyo,Swimming,Men's 100m Butterfly,
Kazumasa Segawa,M,31,Japan,JPN,2020,Summer,Tokyo,Sailing,Men's One Person Dinghy (Heavyweight) - Finn,
Maho Segawa,F,25,Japan,JPN,2020,Summer,Tokyo,Hockey,Women,
Janja Segel,F,20,Slovenia,SLO,2020,Summer,Tokyo,Swimming,Women's 100m Freestyle,
Janja Segel,F,20,Slovenia,SLO,2020,Summer,Tokyo,Swimming,Women's 200m Freestyle,
Caroline Seger,F,36,Sweden,SWE,2020,Summer,Tokyo,Football,Women,Silver
Clemente Seguel,M,21,Chile,CHI,2020,Summer,Tokyo,Sailing,Men's One Person Dinghy - Laser,
Ondrej Sehnal,M,23,Czech Republic,CZE,2020,Summer,Tokyo,Basketball,Men,
Marvin Seidel,M,25,Germany,GER,2020,Summer,Tokyo,Badminton,Men's Doubles,
Molly Seidel,F,27,United States of America,USA,2020,Summer,Tokyo,Athletics,Women's Marathon,Bronze
Melissa Seidemann,F,31,United States of America,USA,2020,Summer,Tokyo,Water Polo,Women,Gold
Sebastian Seidl,M,31,Germany,GER,2020,Summer,Tokyo,Judo,Men -66 kg,
Sebastian Seidl,M,31,Germany,GER,2020,Summer,Tokyo,Judo,Mixed Team,Bronze
Phillip Seidler,M,23,Namibia,NAM,2020,Summer,Tokyo,Marathon Swimming,Men's 10km,
Bernhard Seifert,M,28,Germany,GER,2020,Summer,Tokyo,Athletics,Men's Javelin Throw,
Nathaniel Seiler,M,25,Germany,GER,2020,Summer,Tokyo,Athletics,Men's 50km Race Walk,
Cheryl Seinen,F,26,Netherlands,NED,2020,Summer,Tokyo,Badminton,Women's Doubles,
Elisabeth Seitz,F,27,Germany,GER,2020,Summer,Tokyo,Artistic Gymnastics,Women's All-Around,
Elisabeth Seitz,F,27,Germany,GER,2020,Summer,Tokyo,Artistic Gymnastics,Women's Vault,
Elisabeth Seitz,F,27,Germany,GER,2020,Summer,Tokyo,Artistic Gymnastics,Women's Uneven Bars,
Elisabeth Seitz,F,27,Germany,GER,2020,Summer,Tokyo,Artistic Gymnastics,Women's Balance Beam,
Elisabeth Seitz,F,27,Germany,GER,2020,Summer,Tokyo,Artistic Gymnastics,Women's Floor Exercise,
Elisabeth Seitz,F,27,Germany,GER,2020,Summer,Tokyo,Artistic Gymnastics,Women's Team,
Fabian Sejanes,M,51,Argentina,ARG,2020,Summer,Tokyo,Equestrian,Jumping Team,
Fabian Sejanes,M,51,Argentina,ARG,2020,Summer,Tokyo,Equestrian,Jumping Individual,
Dhanalakshmi Sekar,F,23,India,IND,2020,Summer,Tokyo,Athletics,4 x 400m Relay Mixed,
Kaiya Seki,M,21,Japan,JPN,2020,Summer,Tokyo,Swimming,Men's 4 x 100m Freestyle Relay,
Masahiro Sekita,M,27,Japan,JPN,2020,Summer,Tokyo,Volleyball,Men,
Ayumu Seko,M,21,Japan,JPN,2020,Summer,Tokyo,Football,Men,
Malak Selim,F,18,Egypt,EGY,2020,Summer,Tokyo,Rhythmic Gymnastics,Group All-Around,
Georgieva Miglena Selishka,F,25,Bulgaria,BUL,2020,Summer,Tokyo,Wrestling,Women's Freestyle 50kg,
Andrew Seliskar,M,24,United States of America,USA,2020,Summer,Tokyo,Swimming,Men's 4 x 200m Freestyle Relay,
Eldric Rodriguez Sella,M,24,Refugee Olympic Team,EOR,2020,Summer,Tokyo,Boxing,Men's Middle (69-75kg),
Manuel Selman,M,32,Chile,CHI,2020,Summer,Tokyo,Surfing,Men,
Kenneth Selmon,M,24,United States of America,USA,2020,Summer,Tokyo,Athletics,Men's 400m Hurdles,
Kai Selvon,F,29,Trinidad and Tobago,TTO,2020,Summer,Tokyo,Athletics,Women's 4 x 100m Relay,
Cindy Sember,F,27,Great Britain,GBR,2020,Summer,Tokyo,Athletics,Women's 100m Hurdles,
Abishag Semberg,F,19,Israel,ISR,2020,Summer,Tokyo,Taekwondo,Women -49kg,Bronze
Vasile Mugurel Semciuc,M,23,Romania,ROU,2020,Summer,Tokyo,Rowing,Men's Four,Silver
Kamil Semeniuk,M,25,Poland,POL,2020,Summer,Tokyo,Volleyball,Men,
Konstantin Semenov,M,32,ROC,ROC,2020,Summer,Tokyo,Beach Volleyball,Men,
Sergei Semenov,M,25,ROC,ROC,2020,Summer,Tokyo,Wrestling,Men's Greco-Roman 130kg,Bronze
Nataliya Semenova,F,39,Ukraine,UKR,2020,Summer,Tokyo,Athletics,Women's Discus Throw,
Silvia Semeraro,F,25,Italy,ITA,2020,Summer,Tokyo,Karate,Women's Kumite +61kg,
Daria Semianova,F,18,ROC,ROC,2020,Summer,Tokyo,Shooting,Trap Women,
Daria Semianova,F,18,ROC,ROC,2020,Summer,Tokyo,Shooting,Trap Mixed Team,
Darya Semyonova,F,19,Turkmenistan,TKM,2020,Summer,Tokyo,Swimming,Women's 100m Breaststroke,
Anna Sen,F,30,ROC,ROC,2020,Summer,Tokyo,Handball,Women,Silver
Erica Sena,F,36,Brazil,BRA,2020,Summer,Tokyo,Athletics,Women's 20km Race Walk,
Koudai Senga,M,28,Japan,JPN,2020,Summer,Tokyo,Baseball/Softball,Baseball,Gold
Sahin Senoduncu,M,27,Turkey,TUR,2020,Summer,Tokyo,Athletics,Men's 20km Race Walk,
Tugba Senoglu,F,23,Turkey,TUR,2020,Summer,Tokyo,Volleyball,Women,
Gulkader Senturk,F,25,Turkey,TUR,2020,Summer,Tokyo,Judo,Women -48 kg,
Chaehyun Seo,F,17,Republic of Korea,KOR,2020,Summer,Tokyo,Sport Climbing,Women's Combined,
Jiyeon Seo,F,28,Republic of Korea,KOR,2020,Summer,Tokyo,Fencing,Women's Sabre Team,Bronze
Seungjae Seo,M,23,Republic of Korea,KOR,2020,Summer,Tokyo,Badminton,Men's Doubles,
Seungjae Seo,M,23,Republic of Korea,KOR,2020,Summer,Tokyo,Badminton,Mixed Doubles,
Youngwoo Seol,M,22,Republic of Korea,KOR,2020,Summer,Tokyo,Football,Men,
Eduardo Sepulveda,M,30,Argentina,ARG,2020,Summer,Tokyo,Cycling Road,Men's Road Race,
Oleh Serbin,M,19,Ukraine,UKR,2020,Summer,Tokyo,Diving,Men's Synchronised 10m Platform,
Oceane Ugolin Sercien,F,23,France,FRA,2020,Summer,Tokyo,Handball,Women,Gold
Oleksii Sereda,M,15,Ukraine,UKR,2020,Summer,Tokyo,Diving,Men's 10m Platform,
Oleksii Sereda,M,15,Ukraine,UKR,2020,Summer,Tokyo,Diving,Men's Synchronised 10m Platform,
Kristina Seredina,F,26,ROC,ROC,2020,Summer,Tokyo,Rugby Sevens,Women,
Aleksandr Sergeev,M,27,ROC,ROC,2020,Summer,Tokyo,Canoe Sprint,Men's Kayak Four 500m,
Natalya Sergeyeva,F,45,Kazakhstan,KAZ,2020,Summer,Tokyo,Canoe Sprint,Women's Kayak Single 200m,
Natalya Sergeyeva,F,45,Kazakhstan,KAZ,2020,Summer,Tokyo,Canoe Sprint,Women's Kayak Single 500m,
Yerlan Serikzhanov,M,26,Kazakhstan,KAZ,2020,Summer,Tokyo,Judo,Men -66 kg,
Agne Serksniene,F,33,Lithuania,LTU,2020,Summer,Tokyo,Athletics,Women's 400m,
Anita Serogina,F,31,Ukraine,UKR,2020,Summer,Tokyo,Karate,Women's Kumite -61kg,
Jose Seru,M,30,Japan,JPN,2020,Summer,Tokyo,Rugby Sevens,Men,
Alena Serzhantova,F,23,ROC,ROC,2020,Summer,Tokyo,Water Polo,Women,
Hendra Setiawan,M,36,Indonesia,INA,2020,Summer,Tokyo,Badminton,Men's Doubles,
Murilo Sartori Setin,M,19,Brazil,BRA,2020,Summer,Tokyo,Swimming,Men's 200m Freestyle,
Murilo Sartori Setin,M,19,Brazil,BRA,2020,Summer,Tokyo,Swimming,Men's 4 x 200m Freestyle Relay,
Daiya Seto,M,27,Japan,JPN,2020,Summer,Tokyo,Swimming,Men's 200m Butterfly,
Daiya Seto,M,27,Japan,JPN,2020,Summer,Tokyo,Swimming,Men's 200m Individual Medley,
Daiya Seto,M,27,Japan,JPN,2020,Summer,Tokyo,Swimming,Men's 400m Individual Medley,
Khoarahlane Seutloali,M,29,Lesotho,LES,2020,Summer,Tokyo,Athletics,Men's Marathon,
Anastasija Sevastova,F,31,Latvia,LAT,2020,Summer,Tokyo,Tennis,Women's Singles,
Anastasija Sevastova,F,31,Latvia,LAT,2020,Summer,Tokyo,Tennis,Women's Doubles,
Vivian Sevenich,F,28,Netherlands,NED,2020,Summer,Tokyo,Water Polo,Women,
Jessica Sevick,F,32,Canada,CAN,2020,Summer,Tokyo,Rowing,Women's Double Sculls,
Oblique Seville,M,20,Jamaica,JAM,2020,Summer,Tokyo,Athletics,Men's 100m,
Oblique Seville,M,20,Jamaica,JAM,2020,Summer,Tokyo,Athletics,Men's 4 x 100m Relay,
Alassane Lancina Seydou,M,27,Niger,NIG,2020,Summer,Tokyo,Swimming,Men's 50m Freestyle,
Wilfred Dieudonne Ntsengue Seyi,M,23,Cameroon,CMR,2020,Summer,Tokyo,Boxing,Men's Middle (69-75kg),
Pedrya Seymour,F,26,Bahamas,BAH,2020,Summer,Tokyo,Athletics,Women's 100m Hurdles,
Aminatou Seyni,F,24,Niger,NIG,2020,Summer,Tokyo,Athletics,Women's 200m,
Zaineb Sghaier,F,18,Tunisia,TUN,2020,Summer,Tokyo,Wrestling,Women's Freestyle 76kg,
Alzahraa Shaban,F,30,Egypt,EGY,2020,Summer,Tokyo,Shooting,10m Air Rifle Women,
Alzahraa Shaban,F,30,Egypt,EGY,2020,Summer,Tokyo,Shooting,50m Rifle 3 Positions Women,
Alzahraa Shaban,F,30,Egypt,EGY,2020,Summer,Tokyo,Shooting,10m Air Rifle Mixed Team,
Ali Shabanau,M,31,Belarus,BLR,2020,Summer,Tokyo,Wrestling,Men's Freestyle 86kg,
Anna Shackley,F,20,Great Britain,GBR,2020,Summer,Tokyo,Cycling Road,Women's Road Race,
Anna Shackley,F,20,Great Britain,GBR,2020,Summer,Tokyo,Cycling Road,Women's Individual Time Trial,
Hamsat Shadalov,M,22,Germany,GER,2020,Summer,Tokyo,Boxing,Men's Feather (52-57kg),
Alexander Shah,M,18,Nepal,NEP,2020,Summer,Tokyo,Swimming,Men's 100m Freestyle,
Hussain Shah Shah,M,28,Pakistan,PAK,2020,Summer,Tokyo,Judo,Men -100 kg,
Daniyal Shahbakhsh,M,21,Islamic Republic of Iran,IRI,2020,Summer,Tokyo,Boxing,Men's Feather (52-57kg),
Nigara Shaheen,F,28,Refugee Olympic Team,EOR,2020,Summer,Tokyo,Judo,Women -70 kg,
Nigara Shaheen,F,28,Refugee Olympic Team,EOR,2020,Summer,Tokyo,Judo,Mixed Team,
Mahoor Shahzad,F,24,Pakistan,PAK,2020,Summer,Tokyo,Badminton,Women's Singles,
Murat Shakenov,M,30,Kazakhstan,KAZ,2020,Summer,Tokyo,Water Polo,Men,
Egzon Shala,M,30,Kosovo,KOS,2020,Summer,Tokyo,Wrestling,Men's Freestyle 125kg,
Yakub Shamilov,M,30,ROC,ROC,2020,Summer,Tokyo,Judo,Men -66 kg,
Yakub Shamilov,M,30,ROC,ROC,2020,Summer,Tokyo,Judo,Mixed Team,
Xiaona Shan,F,38,Germany,GER,2020,Summer,Tokyo,Table Tennis,Women's Team,
Ruman Md Shana,M,26,Bangladesh,BAN,2020,Summer,Tokyo,Archery,Men's Individual,
Ruman Md Shana,M,26,Bangladesh,BAN,2020,Summer,Tokyo,Archery,Mixed Team,
Louise Shanahan,F,24,Ireland,IRL,2020,Summer,Tokyo,Athletics,Women's 800m,
William Shaner,M,20,United States of America,USA,2020,Summer,Tokyo,Shooting,10m Air Rifle Men,Gold
William Shaner,M,20,United States of America,USA,2020,Summer,Tokyo,Shooting,10m Air Rifle Mixed Team,
Olivia Shannon,F,20,New Zealand,NZL,2020,Summer,Tokyo,Hockey,Women,
Itay Shanny,M,22,Israel,ISR,2020,Summer,Tokyo,Archery,Men's Individual,
Jieni Shao,F,27,Portugal,POR,2020,Summer,Tokyo,Table Tennis,Women's Singles,
Ting Shao,F,31,People's Republic of China,CHN,2020,Summer,Tokyo,Basketball,Women,
Yaqi Shao,F,24,People's Republic of China,CHN,2020,Summer,Tokyo,Fencing,Women's Sabre Individual,
Yaqi Shao,F,24,People's Republic of China,CHN,2020,Summer,Tokyo,Fencing,Women's Sabre Team,
Javrail Shapiev,M,24,Uzbekistan,UZB,2020,Summer,Tokyo,Wrestling,Men's Freestyle 86kg,
Omer Shapira,F,26,Israel,ISR,2020,Summer,Tokyo,Cycling Road,Women's Road Race,
Omer Shapira,F,26,Israel,ISR,2020,Summer,Tokyo,Cycling Road,Women's Individual Time Trial,
Dj Sharabi,M,29,Israel,ISR,2020,Summer,Tokyo,Baseball/Softball,Baseball,
Jayda Sharaf,F,20,Egypt,EGY,2020,Summer,Tokyo,Artistic Swimming,Team,
Zeina Sharaf,F,18,Egypt,EGY,2020,Summer,Tokyo,Artistic Gymnastics,Women's All-Around,
Zeina Sharaf,F,18,Egypt,EGY,2020,Summer,Tokyo,Artistic Gymnastics,Women's Vault,
Zeina Sharaf,F,18,Egypt,EGY,2020,Summer,Tokyo,Artistic Gymnastics,Women's Uneven Bars,
Zeina Sharaf,F,18,Egypt,EGY,2020,Summer,Tokyo,Artistic Gymnastics,Women's Balance Beam,
