Name,Sex,Age,Team,NOC,Year,Season,City,Sport,Event,Medal
David Biosca Alegre,M,36,Spain,ESP,2020,Summer,Tokyo,Hockey,Men,
Ekaterina Aleksandrova,F,26,ROC,ROC,2020,Summer,Tokyo,Tennis,Women's Singles,
Kseniia Aleksandrova,F,20,Uzbekistan,UZB,2020,Summer,Tokyo,Rhythmic Gymnastics,Group All-Around,
Artur Aleksanyan,M,29,Armenia,ARM,2020,Summer,Tokyo,Wrestling,Men's Greco-Roman 97kg,Silver
Maja Aleksic,F,24,Serbia,SRB,2020,Summer,Tokyo,Volleyball,Women,Bronze
Milan Aleksic,M,35,Serbia,SRB,2020,Summer,Tokyo,Water Polo,Men,Gold
Maryna Aleksiiva,F,20,Ukraine,UKR,2020,Summer,Tokyo,Artistic Swimming,Team,Bronze
Vladyslava Aleksiiva,F,20,Ukraine,UKR,2020,Summer,Tokyo,Artistic Swimming,Team,Bronze
Grazia Maria Alemanno,F,30,Italy,ITA,2020,Summer,Tokyo,Weightlifting,Women's 59kg,
Habitam Alemu,F,24,Ethiopia,ETH,2020,Summer,Tokyo,Athletics,Women's 800m,
Simone Alessio,M,21,Italy,ITA,2020,Summer,Tokyo,Taekwondo,Men -80kg,
Kayla Alexander,F,30,Canada,CAN,2020,Summer,Tokyo,Basketball,Women,
Anna-Maria Alexandri,F,23,Austria,AUT,2020,Summer,Tokyo,Artistic Swimming,Duet,
Eirini Alexandri,F,23,Austria,AUT,2020,Summer,Tokyo,Artistic Swimming,Duet,
Agnes Alexiusson,F,25,Sweden,SWE,2020,Summer,Tokyo,Boxing,Women's Light (57-60kg),
Alin Ciurariu Alexuc,M,31,Romania,ROU,2020,Summer,Tokyo,Wrestling,Men's Greco-Roman 130kg,
Abdulrahman Alfadhel,M,27,Kuwait,KUW,2020,Summer,Tokyo,Rowing,Men's Single Sculls,
Salman Alfaraj,M,32,Saudi Arabia,KSA,2020,Summer,Tokyo,Football,Men,
Berto Loren Dominguez Alfonso,M,26,Azerbaijan,AZE,2020,Summer,Tokyo,Boxing,Men's Light Heavy (75-81kg),Bronze
Khalid Alghannam,M,20,Saudi Arabia,KSA,2020,Summer,Tokyo,Football,Men,
Sara Ostholt Algotsson,F,46,Sweden,SWE,2020,Summer,Tokyo,Equestrian,Eventing Team,
Sara Ostholt Algotsson,F,46,Sweden,SWE,2020,Summer,Tokyo,Equestrian,Eventing Individual,
Abdullah Alhamddan,M,21,Saudi Arabia,KSA,2020,Summer,Tokyo,Football,Men,
Mohamed Alhammadi,M,30,United Arab Emirates,UAE,2020,Summer,Tokyo,Athletics,Men's 100m,
Ali Alhassan,M,24,Saudi Arabia,KSA,2020,Summer,Tokyo,Football,Men,
Ismael Alhassane,M,27,Niger,NIG,2020,Summer,Tokyo,Judo,Men -66 kg,
Adel Riyad Odai Alhindawi,M,30,Jordan,JOR,2020,Summer,Tokyo,Boxing,Men's Light Heavy (75-81kg),
S Mohammed Mahmoud Alhumayd,M,27,Saudi Arabia,KSA,2020,Summer,Tokyo,Weightlifting,Men's 73kg,
Merza Ali Ali,M,33,Bahrain,BRN,2020,Summer,Tokyo,Handball,Men,
Hasan Ali,M,23,Bahrain,BRN,2020,Summer,Tokyo,Handball,Men,
Laila Ali,F,20,Egypt,EGY,2020,Summer,Tokyo,Artistic Swimming,Duet,
Laila Ali,F,20,Egypt,EGY,2020,Summer,Tokyo,Artistic Swimming,Team,
Mohamed Ali,M,34,Bahrain,BRN,2020,Summer,Tokyo,Handball,Men,
Mohamed Ali,M,31,Bahrain,BRN,2020,Summer,Tokyo,Handball,Men,
Souhra Mohamed Ali,F,26,Djibouti,DJI,2020,Summer,Tokyo,Athletics,Women's 1500m,
Ahmed Said Ramla Ali,F,31,Somalia,SOM,2020,Summer,Tokyo,Boxing,Women's Feather (54-57kg),
Selin Ali,F,19,Bulgaria,BUL,2020,Summer,Tokyo,Shooting,Trap Women,
Masomah Zada Ali,F,25,Refugee Olympic Team,EOR,2020,Summer,Tokyo,Cycling Road,Women's Individual Time Trial,
Mourad Aliev,M,26,France,FRA,2020,Summer,Tokyo,Boxing,Men's Super Heavy (+91kg),
Ahmad Alikaj,M,30,Refugee Olympic Team,EOR,2020,Summer,Tokyo,Judo,Men -73 kg,
Ahmad Alikaj,M,30,Refugee Olympic Team,EOR,2020,Summer,Tokyo,Judo,Mixed Team,
Laman Alimuradova,F,16,Azerbaijan,AZE,2020,Summer,Tokyo,Rhythmic Gymnastics,Group All-Around,
Aline,F,32,Brazil,BRA,2020,Summer,Tokyo,Football,Women,
Alexey Alipov,M,46,ROC,ROC,2020,Summer,Tokyo,Shooting,Trap Men,
Alexey Alipov,M,46,ROC,ROC,2020,Summer,Tokyo,Shooting,Trap Mixed Team,
Husein Alireza,M,27,Saudi Arabia,KSA,2020,Summer,Tokyo,Rowing,Men's Single Sculls,
Haji Aliyev,M,30,Azerbaijan,AZE,2020,Summer,Tokyo,Wrestling,Men's Freestyle 65kg,Silver
Tayfur Aliyev,M,24,Azerbaijan,AZE,2020,Summer,Tokyo,Boxing,Men's Feather (52-57kg),
Dara Alizadeh,M,27,Bermuda,BER,2020,Summer,Tokyo,Rowing,Men's Single Sculls,
Kimia Zenoorin Alizadeh,F,23,Refugee Olympic Team,EOR,2020,Summer,Tokyo,Taekwondo,Women -57kg,
Waheeb Abbas Fatimah Al-Kaabi,F,21,Iraq,IRQ,2020,Summer,Tokyo,Shooting,10m Air Pistol Women,
Antonio Alkana,M,31,South Africa,RSA,2020,Summer,Tokyo,Athletics,Men's 110m Hurdles,
Ramadhan Salim Amur Al-Kanjari,M,20,Oman,OMA,2020,Summer,Tokyo,Weightlifting,Men's 81kg,
Mustafa Mohammad Obada Alkasbeh,M,27,Jordan,JOR,2020,Summer,Tokyo,Boxing,Men's Light (57-63kg),
Ali Alkhadrawi,M,24,Saudi Arabia,KSA,2020,Summer,Tokyo,Table Tennis,Men's Singles,
Ayman Alkhulaif,M,24,Saudi Arabia,KSA,2020,Summer,Tokyo,Football,Men,
Julie Allemand,F,25,Belgium,BEL,2020,Summer,Tokyo,Basketball,Women,
Bec Allen,F,28,Australia,AUS,2020,Summer,Tokyo,Basketball,Women,
Bertram Allen,M,26,Ireland,IRL,2020,Summer,Tokyo,Equestrian,Jumping Team,
Bertram Allen,M,26,Ireland,IRL,2020,Summer,Tokyo,Equestrian,Jumping Individual,
Devon Allen,M,26,United States of America,USA,2020,Summer,Tokyo,Athletics,Men's 110m Hurdles,
Nathon Allen,M,25,Jamaica,JAM,2020,Summer,Tokyo,Athletics,Men's 400m,
Nathon Allen,M,25,Jamaica,JAM,2020,Summer,Tokyo,Athletics,Men's 4 x 400m Relay,
Nick Allen,M,22,United States of America,USA,2020,Summer,Tokyo,Baseball/Softball,Baseball,Silver
Keevin Allicock,M,22,Guyana,GUY,2020,Summer,Tokyo,Boxing,Men's Feather (52-57kg),
Martin Allikvee,M,26,Estonia,EST,2020,Summer,Tokyo,Swimming,Men's 200m Breaststroke,
Valarie Allman,F,26,United States of America,USA,2020,Summer,Tokyo,Athletics,Women's Discus Throw,Gold
Thiago Almada,M,20,Argentina,ARG,2020,Summer,Tokyo,Football,Men,
Mary Rose Almanza,F,29,Cuba,CUB,2020,Summer,Tokyo,Athletics,Women's 800m,
Mary Rose Almanza,F,29,Cuba,CUB,2020,Summer,Tokyo,Athletics,Women's 4 x 400m Relay,
Ahmed Almaqabi,M,26,Bahrain,BRN,2020,Summer,Tokyo,Handball,Men,
Deniz Almas,M,24,Germany,GER,2020,Summer,Tokyo,Athletics,Men's 4 x 100m Relay,
Rahman Abdel Almasatfa,M,25,Jordan,JOR,2020,Summer,Tokyo,Karate,Men's Kumite -67kg,Bronze
Yousuf Almatrooshi,M,18,United Arab Emirates,UAE,2020,Summer,Tokyo,Swimming,Men's 100m Freestyle,
Joao Almeida,M,23,Portugal,POR,2020,Summer,Tokyo,Cycling Road,Men's Road Race,
Joao Almeida,M,23,Portugal,POR,2020,Summer,Tokyo,Cycling Road,Men's Individual Time Trial,
Nathalia Almeida,F,24,Brazil,BRA,2020,Summer,Tokyo,Swimming,Women's 4 x 200m Freestyle Relay,
Teresa Almeida,F,33,Angola,ANG,2020,Summer,Tokyo,Handball,Women,
Mohammed Sayed Almosawi,M,26,Kuwait,KUW,2020,Summer,Tokyo,Karate,Men's Kata,
Saeid Almutairi,M,52,Saudi Arabia,KSA,2020,Summer,Tokyo,Shooting,Skeet Men,
Sami Alnaji,M,24,Saudi Arabia,KSA,2020,Summer,Tokyo,Football,Men,
Abdulaziz Al-Obaidly,M,19,Qatar,QAT,2020,Summer,Tokyo,Swimming,Men's 200m Breaststroke,
Nasser Alomran,M,24,Saudi Arabia,KSA,2020,Summer,Tokyo,Football,Men,
Agostina Alonso,F,25,Argentina,ARG,2020,Summer,Tokyo,Hockey,Women,Silver
Alejandra Alonso,F,24,Paraguay,PAR,2020,Summer,Tokyo,Rowing,Women's Single Sculls,
Alejandro Alonso,M,22,Spain,ESP,2020,Summer,Tokyo,Hockey,Men,
Luana Alonso,F,17,Paraguay,PAR,2020,Summer,Tokyo,Swimming,Women's 100m Butterfly,
Ala Alothmani,M,37,Tunisia,TUN,2020,Summer,Tokyo,Shooting,10m Air Pistol Men,
Ala Alothmani,M,37,Tunisia,TUN,2020,Summer,Tokyo,Shooting,10m Air Pistol Mixed Team,
Tahani Alqahtani,F,22,Saudi Arabia,KSA,2020,Summer,Tokyo,Judo,Women +78 kg,
Yasameen Al-Raimi,F,35,Yemen,YEM,2020,Summer,Tokyo,Shooting,10m Air Pistol Women,
Abdullah Alrashidi,M,57,Kuwait,KUW,2020,Summer,Tokyo,Shooting,Skeet Men,Bronze
Talal Alrashidi,M,28,Kuwait,KUW,2020,Summer,Tokyo,Shooting,Trap Men,
Mohammed Alrubaie,M,23,Saudi Arabia,KSA,2020,Summer,Tokyo,Football,Men,
Julyana Al-Sadeq,F,26,Jordan,JOR,2020,Summer,Tokyo,Taekwondo,Women -67kg,
M Abdulrahim Seraj Alsaleem,M,25,Saudi Arabia,KSA,2020,Summer,Tokyo,Weightlifting,Men's 61kg,
Hasan Alsamahiji,M,30,Bahrain,BRN,2020,Summer,Tokyo,Handball,Men,
Husain Alsayyad,M,33,Bahrain,BRN,2020,Summer,Tokyo,Handball,Men,
Yasser Alshahrani,M,29,Saudi Arabia,KSA,2020,Summer,Tokyo,Football,Men,
Mudhawi Alshammari,F,23,Kuwait,KUW,2020,Summer,Tokyo,Athletics,Women's 100m,
Altay Altayev,M,25,Kazakhstan,KAZ,2020,Summer,Tokyo,Water Polo,Men,
Lisa Altenburg,F,31,Germany,GER,2020,Summer,Tokyo,Hockey,Women,
Louisa Altenhuber,F,26,Austria,AUT,2020,Summer,Tokyo,Rowing,Lightweight Women's Double Sculls,
Suelen Maria Altheman,F,32,Brazil,BRA,2020,Summer,Tokyo,Judo,Women +78 kg,
Suelen Maria Altheman,F,32,Brazil,BRA,2020,Summer,Tokyo,Judo,Mixed Team,
Gaston Alto,M,36,Argentina,ARG,2020,Summer,Tokyo,Table Tennis,Men's Singles,
Hamad Altuhayfan,M,22,Saudi Arabia,KSA,2020,Summer,Tokyo,Football,Men,
Pavlo Altukhov,M,25,Ukraine,UKR,2020,Summer,Tokyo,Canoe Sprint,Men's Canoe Single 1000m,
Pavlo Altukhov,M,25,Ukraine,UKR,2020,Summer,Tokyo,Canoe Sprint,Men's Canoe Double 1000m,
Luciana Alvarado,F,18,Costa Rica,CRC,2020,Summer,Tokyo,Artistic Gymnastics,Women's All-Around,
Luciana Alvarado,F,18,Costa Rica,CRC,2020,Summer,Tokyo,Artistic Gymnastics,Women's Vault,
Luciana Alvarado,F,18,Costa Rica,CRC,2020,Summer,Tokyo,Artistic Gymnastics,Women's Uneven Bars,
Luciana Alvarado,F,18,Costa Rica,CRC,2020,Summer,Tokyo,Artistic Gymnastics,Women's Balance Beam,
Luciana Alvarado,F,18,Costa Rica,CRC,2020,Summer,Tokyo,Artistic Gymnastics,Women's Floor Exercise,
Roberto Alvarado,M,22,Mexico,MEX,2020,Summer,Tokyo,Football,Men,Bronze
Anita Alvarez,F,24,United States of America,USA,2020,Summer,Tokyo,Artistic Swimming,Duet,
Eduardo Aznar Alvarez,M,37,Spain,ESP,2020,Summer,Tokyo,Equestrian,Jumping Individual,
Dario Alvarez,M,32,Dominican Republic,DOM,2020,Summer,Tokyo,Baseball/Softball,Baseball,Bronze
Eddy Alvarez,M,31,United States of America,USA,2020,Summer,Tokyo,Baseball/Softball,Baseball,Silver
Jorge Alvarez,M,32,Cuba,CUB,2020,Summer,Tokyo,Shooting,25m Rapid Fire Pistol Men,
Jorge Alvarez,M,23,Honduras,HON,2020,Summer,Tokyo,Football,Men,
Lazaro Alvarez,M,30,Cuba,CUB,2020,Summer,Tokyo,Boxing,Men's Feather (52-57kg),Bronze
Luis Alvarez,M,30,Mexico,MEX,2020,Summer,Tokyo,Archery,Men's Individual,
Luis Alvarez,M,30,Mexico,MEX,2020,Summer,Tokyo,Archery,Mixed Team,Bronze
Luz Alvarez,F,34,Colombia,COL,2020,Summer,Tokyo,Judo,Women -48 kg,
Estefania Piedrahita Alvarez,F,26,Colombia,COL,2020,Summer,Tokyo,Artistic Swimming,Duet,
Santiago Alvarez,M,27,Argentina,ARG,2020,Summer,Tokyo,Rugby Sevens,Men,Bronze
Dani Alves,M,38,Brazil,BRA,2020,Summer,Tokyo,Football,Men,Gold
Marcia Lopes Alves,F,19,Cape Verde,CPV,2020,Summer,Tokyo,Rhythmic Gymnastics,Individual All-Around,
Mohammad Alwadi,M,35,Jordan,JOR,2020,Summer,Tokyo,Boxing,Men's Feather (52-57kg),
Amro Al-Wir,M,20,Jordan,JOR,2020,Summer,Tokyo,Swimming,Men's 100m Breaststroke,
Amro Al-Wir,M,20,Jordan,JOR,2020,Summer,Tokyo,Swimming,Men's 200m Breaststroke,
Marwan Elkamash Aly,M,27,Egypt,EGY,2020,Summer,Tokyo,Swimming,Men's 400m Freestyle,
Marwan Elkamash Aly,M,27,Egypt,EGY,2020,Summer,Tokyo,Swimming,Men's 800m Freestyle,
Marwan Elkamash Aly,M,27,Egypt,EGY,2020,Summer,Tokyo,Swimming,Men's 1500m Freestyle,
Mokhtar Al-Yamani,M,24,Yemen,YEM,2020,Summer,Tokyo,Swimming,Men's 100m Freestyle,
Mokhtar Al-Yamani,M,24,Yemen,YEM,2020,Summer,Tokyo,Swimming,Men's 200m Freestyle,
Yaqoub Alyouha,M,28,Kuwait,KUW,2020,Summer,Tokyo,Athletics,Men's 110m Hurdles,
Lela Elli Maria Kominea Alzigkouzi,F,26,Greece,GRE,2020,Summer,Tokyo,Artistic Swimming,Team,
Martina Alzini,F,24,Italy,ITA,2020,Summer,Tokyo,Cycling Track,Women's Team Pursuit,
Andrey Amador,M,34,Costa Rica,CRC,2020,Summer,Tokyo,Cycling Road,Men's Road Race,
Madalina Amaistroaie,F,18,Romania,ROU,2020,Summer,Tokyo,Archery,Women's Individual,
Abilkhan Amankul,M,24,Kazakhstan,KAZ,2020,Summer,Tokyo,Boxing,Men's Middle (69-75kg),
Girmaw Amare,M,33,Israel,ISR,2020,Summer,Tokyo,Athletics,Men's Marathon,
Cesar Amaris,M,31,Venezuela,VEN,2020,Summer,Tokyo,Rowing,Lightweight Men's Double Sculls,
Kim Amb,M,31,Sweden,SWE,2020,Summer,Tokyo,Athletics,Men's Javelin Throw,
Willy Ambaka,M,31,Kenya,KEN,2020,Summer,Tokyo,Rugby Sevens,Men,
Ogola Atuhaire Ambala,M,20,Uganda,UGA,2020,Summer,Tokyo,Swimming,Men's 100m Freestyle,
Edinson Pool Greifo Ambrocio,M,30,Peru,PER,2020,Summer,Tokyo,Wrestling,Men's Freestyle 86kg,
Morhad Amdouni,M,33,France,FRA,2020,Summer,Tokyo,Athletics,"Men's 10,000m",
Morhad Amdouni,M,33,France,FRA,2020,Summer,Tokyo,Athletics,Men's Marathon,
Mohamed Amer,M,23,Egypt,EGY,2020,Summer,Tokyo,Fencing,Men's Sabre Individual,
Mohamed Amer,M,23,Egypt,EGY,2020,Summer,Tokyo,Fencing,Men's Sabre Team,
David Ames,M,32,Great Britain,GBR,2020,Summer,Tokyo,Hockey,Men,
Selam Amha,F,23,Ethiopia,ETH,2020,Summer,Tokyo,Cycling Road,Women's Road Race,
Alena Amialiusik,F,32,Belarus,BLR,2020,Summer,Tokyo,Cycling Road,Women's Road Race,
Alena Amialiusik,F,32,Belarus,BLR,2020,Summer,Tokyo,Cycling Road,Women's Individual Time Trial,
Laeticia Amihere,F,20,Canada,CAN,2020,Summer,Tokyo,Basketball,Women,
Nazem Myles Amine,M,24,San Marino,SMR,2020,Summer,Tokyo,Wrestling,Men's Freestyle 86kg,Bronze
Nadiem Amiri,M,24,Germany,GER,2020,Summer,Tokyo,Football,Men,
Amit,M,25,India,IND,2020,Summer,Tokyo,Boxing,Men's Fly (48-52kg),
Christian Amoah,M,22,Ghana,GHA,2020,Summer,Tokyo,Weightlifting,Men's 96kg,
Paul Joseph Amoah,M,24,Ghana,GHA,2020,Summer,Tokyo,Athletics,Men's 200m,
Paul Joseph Amoah,M,24,Ghana,GHA,2020,Summer,Tokyo,Athletics,Men's 4 x 100m Relay,
Charisma Amoe-Tarrant,F,22,Australia,AUS,2020,Summer,Tokyo,Weightlifting,Women's +87kg,
Andrew Amonde,M,37,Kenya,KEN,2020,Summer,Tokyo,Rugby Sevens,Men,
Javier Jhonatan Carua Amores,M,22,Ecuador,ECU,2020,Summer,Tokyo,Athletics,Men's 50km Race Walk,
Eduarda Taleska Amorim,F,34,Brazil,BRA,2020,Summer,Tokyo,Handball,Women,
Emile Amoros,M,25,France,FRA,2020,Summer,Tokyo,Sailing,Men's Skiff - 49er,
Nijel Amos,M,27,Botswana,BOT,2020,Summer,Tokyo,Athletics,Men's 800m,
Marwa Amri,F,32,Tunisia,TUN,2020,Summer,Tokyo,Wrestling,Women's Freestyle 62kg,
Promise Amukamara,F,28,Nigeria,NGR,2020,Summer,Tokyo,Basketball,Women,
Tobi Amusan,F,24,Nigeria,NGR,2020,Summer,Tokyo,Athletics,Women's 100m Hurdles,
Tobi Amusan,F,24,Nigeria,NGR,2020,Summer,Tokyo,Athletics,Women's 4 x 100m Relay,
Baul An,M,27,Republic of Korea,KOR,2020,Summer,Tokyo,Judo,Men -66 kg,Bronze
Baul An,M,27,Republic of Korea,KOR,2020,Summer,Tokyo,Judo,Mixed Team,
Changi An,M,23,Republic of Korea,KOR,2020,Summer,Tokyo,Football,Men,
Changrim An,M,27,Republic of Korea,KOR,2020,Summer,Tokyo,Judo,Men -73 kg,Bronze
Changrim An,M,27,Republic of Korea,KOR,2020,Summer,Tokyo,Judo,Mixed Team,
Heji An,F,24,Republic of Korea,KOR,2020,Summer,Tokyo,Basketball,Women,
Hyejin An,F,23,Republic of Korea,KOR,2020,Summer,Tokyo,Volleyball,Women,
San An,F,20,Republic of Korea,KOR,2020,Summer,Tokyo,Archery,Women's Individual,Gold
San An,F,20,Republic of Korea,KOR,2020,Summer,Tokyo,Archery,Women's Team,Gold
San An,F,20,Republic of Korea,KOR,2020,Summer,Tokyo,Archery,Mixed Team,Gold
Sehyeon An,F,25,Republic of Korea,KOR,2020,Summer,Tokyo,Swimming,Women's 100m Butterfly,
Sehyeon An,F,25,Republic of Korea,KOR,2020,Summer,Tokyo,Swimming,Women's 4 x 200m Freestyle Relay,
Seulki An,F,29,Republic of Korea,KOR,2020,Summer,Tokyo,Athletics,Women's Marathon,
Seyoung An,F,19,Republic of Korea,KOR,2020,Summer,Tokyo,Badminton,Women's Singles,
Beatrice Andreea Ana,F,20,Romania,ROU,2020,Summer,Tokyo,Wrestling,Women's Freestyle 53kg,
Andrea Anacan,F,30,New Zealand,NZL,2020,Summer,Tokyo,Karate,Women's Kata,
Chrysoula Anagnostopoulou,F,29,Greece,GRE,2020,Summer,Tokyo,Athletics,Women's Discus Throw,
Yasemin Anagoz,F,22,Turkey,TUR,2020,Summer,Tokyo,Archery,Women's Individual,
Yasemin Anagoz,F,22,Turkey,TUR,2020,Summer,Tokyo,Archery,Mixed Team,
Kwadjo Anani,M,21,Ghana,GHA,2020,Summer,Tokyo,Judo,Men -90 kg,
Michail Anastasakis,M,26,Greece,GRE,2020,Summer,Tokyo,Athletics,Men's Hammer Throw,
Lucie Anastassiou,F,28,France,FRA,2020,Summer,Tokyo,Shooting,Skeet Women,
Abraham Ancer,M,30,Mexico,MEX,2020,Summer,Tokyo,Golf,Men's Individual Stroke Play,
Brooke Andersen,F,25,United States of America,USA,2020,Summer,Tokyo,Athletics,Women's Hammer Throw,
Andy Anderson,M,25,Canada,CAN,2020,Summer,Tokyo,Skateboarding,Men's Park,
Britany Anderson,F,20,Jamaica,JAM,2020,Summer,Tokyo,Athletics,Women's 100m Hurdles,
Doneisha Anderson,F,20,Bahamas,BAH,2020,Summer,Tokyo,Athletics,Women's 4 x 400m Relay,
Freya Anderson,F,20,Great Britain,GBR,2020,Summer,Tokyo,Swimming,Women's 100m Freestyle,
Freya Anderson,F,20,Great Britain,GBR,2020,Summer,Tokyo,Swimming,Women's 200m Freestyle,
Freya Anderson,F,20,Great Britain,GBR,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Freestyle Relay,
Freya Anderson,F,20,Great Britain,GBR,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Medley Relay,
Freya Anderson,F,20,Great Britain,GBR,2020,Summer,Tokyo,Swimming,Mixed 4 x 100m Medley Relay,Gold
Haley Anderson,F,29,United States of America,USA,2020,Summer,Tokyo,Marathon Swimming,Women's 10km,
Lachlan Anderson,M,23,Australia,AUS,2020,Summer,Tokyo,Rugby Sevens,Men,
Matthew Anderson,M,34,United States of America,USA,2020,Summer,Tokyo,Volleyball,Men,
Shae Anderson,F,22,United States of America,USA,2020,Summer,Tokyo,Athletics,4 x 400m Relay Mixed,
Yvonne Anderson,F,31,Serbia,SRB,2020,Summer,Tokyo,Basketball,Women,
Jonna Andersson,F,28,Sweden,SWE,2020,Summer,Tokyo,Football,Women,Silver
Lasse Andersson,M,27,Denmark,DEN,2020,Summer,Tokyo,Handball,Men,Silver
Luz Mary Andia,F,20,Peru,PER,2020,Summer,Tokyo,Athletics,Women's 20km Race Walk,
Kolohe Andino,M,27,United States of America,USA,2020,Summer,Tokyo,Surfing,Men,
Bailey Andison,F,23,Canada,CAN,2020,Summer,Tokyo,Swimming,Women's 200m Individual Medley,
Ann Elreen Ando,F,22,Philippines,PHI,2020,Summer,Tokyo,Weightlifting,Women's 64kg,
Yuka Ando,F,27,Japan,JPN,2020,Summer,Tokyo,Athletics,"Women's 10,000m",
Mikiko Andoh,F,28,Japan,JPN,2020,Summer,Tokyo,Weightlifting,Women's 59kg,Bronze
Jordin Andrade,M,29,Cape Verde,CPV,2020,Summer,Tokyo,Athletics,Men's 400m Hurdles,
Rebeca Andrade,F,22,Brazil,BRA,2020,Summer,Tokyo,Artistic Gymnastics,Women's All-Around,Silver
Rebeca Andrade,F,22,Brazil,BRA,2020,Summer,Tokyo,Artistic Gymnastics,Women's Vault,Gold
Rebeca Andrade,F,22,Brazil,BRA,2020,Summer,Tokyo,Artistic Gymnastics,Women's Uneven Bars,
Rebeca Andrade,F,22,Brazil,BRA,2020,Summer,Tokyo,Artistic Gymnastics,Women's Balance Beam,
Rebeca Andrade,F,22,Brazil,BRA,2020,Summer,Tokyo,Artistic Gymnastics,Women's Floor Exercise,
Angelica Andre,F,26,Portugal,POR,2020,Summer,Tokyo,Marathon Swimming,Women's 10km,
Sylvain Andre,M,28,France,FRA,2020,Summer,Tokyo,Cycling BMX Racing,Men,
Thiago Andre,M,26,Brazil,BRA,2020,Summer,Tokyo,Athletics,Men's 800m,
Thiago Andre,M,26,Brazil,BRA,2020,Summer,Tokyo,Athletics,Men's 1500m,
Dimitrov Bozhidar Andreev,M,24,Bulgaria,BUL,2020,Summer,Tokyo,Weightlifting,Men's 73kg,
Irina Andreeva,F,26,ROC,ROC,2020,Summer,Tokyo,Canoe Sprint,Women's Canoe Single 200m,
Irina Andreeva,F,26,ROC,ROC,2020,Summer,Tokyo,Canoe Sprint,Women's Canoe Double 500m,
Maria Andrejczyk,F,25,Poland,POL,2020,Summer,Tokyo,Athletics,Women's Javelin Throw,Silver
Tatiana Andreoli,F,22,Italy,ITA,2020,Summer,Tokyo,Archery,Women's Individual,
Tatiana Andreoli,F,22,Italy,ITA,2020,Summer,Tokyo,Archery,Women's Team,
Andressa,F,28,Brazil,BRA,2020,Summer,Tokyo,Football,Women,
Andressinha,F,26,Brazil,BRA,2020,Summer,Tokyo,Football,Women,
Joshter Andrew,M,23,Guam,GUM,2020,Summer,Tokyo,Judo,Men -81 kg,
Michael Andrew,M,22,United States of America,USA,2020,Summer,Tokyo,Swimming,Men's 50m Freestyle,
Michael Andrew,M,22,United States of America,USA,2020,Summer,Tokyo,Swimming,Men's 100m Breaststroke,
Michael Andrew,M,22,United States of America,USA,2020,Summer,Tokyo,Swimming,Men's 200m Individual Medley,
Michael Andrew,M,22,United States of America,USA,2020,Summer,Tokyo,Swimming,Men's 4 x 100m Medley Relay,Gold
Abby Andrews,F,20,Australia,AUS,2020,Summer,Tokyo,Water Polo,Women,
Ellesse Andrews,F,21,New Zealand,NZL,2020,Summer,Tokyo,Cycling Track,Women's Sprint,
Ellesse Andrews,F,21,New Zealand,NZL,2020,Summer,Tokyo,Cycling Track,Women's Keirin,Silver
Kanah Andrews-Nahu,F,20,New Zealand,NZL,2020,Summer,Tokyo,Weightlifting,Women's 87kg,
Herman Eric Andriantsitohaina,M,30,Madagascar,MAD,2020,Summer,Tokyo,Weightlifting,Men's 61kg,
Alain Tojonirina Andriantsitohaina,M,26,Madagascar,MAD,2020,Summer,Tokyo,Weightlifting,Men's 67kg,
Matthieu Androdias,M,31,France,FRA,2020,Summer,Tokyo,Rowing,Men's Double Sculls,Gold
Viktorija Andrulyte,F,29,Lithuania,LTU,2020,Summer,Tokyo,Sailing,Women's One Person Dinghy - Laser Radial,
Veronika Andrusenko,F,30,ROC,ROC,2020,Summer,Tokyo,Swimming,Women's 200m Freestyle,
Veronika Andrusenko,F,30,ROC,ROC,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Freestyle Relay,
Veronika Andrusenko,F,30,ROC,ROC,2020,Summer,Tokyo,Swimming,Women's 4 x 200m Freestyle Relay,
Pablo Andujar,M,35,Spain,ESP,2020,Summer,Tokyo,Tennis,Men's Singles,
Pablo Andujar,M,35,Spain,ESP,2020,Summer,Tokyo,Tennis,Men's Doubles,
Sabiana Anestor,F,27,Haiti,HAI,2020,Summer,Tokyo,Judo,Women -52 kg,
Ramsey Angela,M,21,Netherlands,NED,2020,Summer,Tokyo,Athletics,Men's 4 x 400m Relay,Silver
Ramsey Angela,M,21,Netherlands,NED,2020,Summer,Tokyo,Athletics,4 x 400m Relay Mixed,
Filippa Angeldal,F,24,Sweden,SWE,2020,Summer,Tokyo,Football,Women,Silver
Angelina,F,21,Brazil,BRA,2020,Summer,Tokyo,Football,Women,
Roxana Anghel,F,23,Romania,ROU,2020,Summer,Tokyo,Rowing,Women's Four,
Jesus Anguamea,M,27,Mexico,MEX,2020,Summer,Tokyo,Baseball/Softball,Baseball,
Jesus Angulo,M,23,Mexico,MEX,2020,Summer,Tokyo,Football,Men,Bronze
Ricardo Angulo,M,24,Mexico,MEX,2020,Summer,Tokyo,Football,Men,Bronze
Yuliana Angulo,F,27,Ecuador,ECU,2020,Summer,Tokyo,Athletics,Women's 4 x 100m Relay,
Daniel Angyal,M,29,Hungary,HUN,2020,Summer,Tokyo,Water Polo,Men,Bronze
